"do_disease_id","do_disease_name","omim_id","gene_accession_id"
"0110077","arrhythmogenic right ventricular dysplasia 9","609040","MGI:6188928"
"0110077","arrhythmogenic right ventricular dysplasia 9","609040","MGI:6188927"
"0050644","arterial calcification of infancy","208000","MGI:97370"
"0050644","arterial calcification of infancy","614473","MGI:97370"
"0050645","arterial tortuosity syndrome","208050","MGI:1918961"
"0060688","arteriovenous malformations of the brain","108010","MGI:107471"
"0060688","arteriovenous malformations of the brain","108010","MGI:95392"
"0060688","arteriovenous malformations of the brain","108010","MGI:96680"
"0060688","arteriovenous malformations of the brain","108010","MGI:1338946"
"0060688","arteriovenous malformations of the brain","108010","MGI:4431196"
"0050461","aspartylglucosaminuria","208400","MGI:104873"
"0110085","asphyxiating thoracic dystrophy 1","208500","MGI:2146906"
"0110086","asphyxiating thoracic dystrophy 2","611263","MGI:1915509"
"0110087","asphyxiating thoracic dystrophy 3","613091","MGI:1915509"
"0110087","asphyxiating thoracic dystrophy 3","613091","MGI:107736"
"2841","asthma","600807","MGI:96615"
"2841","asthma","600807","MGI:102672"
"2841","asthma","600807","MGI:5444500"
"2841","asthma","600807","MGI:1888984"
"2841","asthma","600807","MGI:105367"
"12704","ataxia telangiectasia","208900","MGI:107202"
"0050682","Athabaskan brainstem dysgenesis syndrome","601536","MGI:96170"
"3310","atopic dermatitis","603165","MGI:2181407"
"3310","atopic dermatitis","603165","MGI:3845900"
"3310","atopic dermatitis","603165","MGI:5317860"
"3310","atopic dermatitis","603165","MGI:1855696"
"3310","atopic dermatitis","603165","MGI:107361"
"3310","atopic dermatitis","603165","MGI:104741"
"3310","atopic dermatitis","603165","MGI:1931595"
"3310","atopic dermatitis","603165","MGI:96556"
"3310","atopic dermatitis","603165","MGI:1891009"
"3310","atopic dermatitis","603165","MGI:2143599"
"3310","atopic dermatitis","603165","MGI:96541"
"3310","atopic dermatitis","603165","MGI:6330733"
"3310","atopic dermatitis","603165","MGI:107936"
"3310","atopic dermatitis","603165","MGI:1920428"
"3310","atopic dermatitis","603165","MGI:1919163"
"3310","atopic dermatitis","603165","MGI:1926370"
"3310","atopic dermatitis","603165","MGI:5564934"
"3310","atopic dermatitis","603165","MGI:5563690"
"3310","atopic dermatitis","603165","MGI:5563664"
"3310","atopic dermatitis","603165","MGI:1261423"
"3310","atopic dermatitis","603165","MGI:103289"
"3310","atopic dermatitis","603165","MGI:3850184"
"3310","atopic dermatitis","603165","MGI:1096335"
"3310","atopic dermatitis","603165","MGI:1913331"
"3310","atopic dermatitis","603165","MGI:3621155"
"0110098","atopic dermatitis 2","605803","MGI:95553"
"0050649","atransferrinemia","209300","MGI:98821"
"0110106","atrial heart septal defect 1","108800","MGI:88613"
"0110106","atrial heart septal defect 1","108800","MGI:97380"
"0110106","atrial heart septal defect 1","108800","MGI:3522243"
"0110106","atrial heart septal defect 1","108800","MGI:4821838"
"0110107","atrial heart septal defect 2","607941","MGI:95664"
"0110112","atrial heart septal defect 7","108900","MGI:97350"
"0060689","atrichia with papular lesions","209500","MGI:97402"
"0060689","atrichia with papular lesions","209500","MGI:96223"
"0060689","atrichia with papular lesions","209500","MGI:1930205"
"0050651","atrioventricular septal defect","606215","MGI:3584243"
"0050651","atrioventricular septal defect","614430","MGI:3584243"
"0050651","atrioventricular septal defect","614474","MGI:3584243"
"0050651","atrioventricular septal defect","606215","MGI:88180"
"0050651","atrioventricular septal defect","614430","MGI:88180"
"0050651","atrioventricular septal defect","614474","MGI:88180"
"0050651","atrioventricular septal defect","606215","MGI:88613"
"0050651","atrioventricular septal defect","614430","MGI:88613"
"0050651","atrioventricular septal defect","614474","MGI:88613"
"0050651","atrioventricular septal defect","606215","MGI:3522243"
"0050651","atrioventricular septal defect","614430","MGI:3522243"
"0050651","atrioventricular septal defect","614474","MGI:3522243"
"0050651","atrioventricular septal defect","606215","MGI:2671284"
"0050651","atrioventricular septal defect","614430","MGI:2671284"
"0050651","atrioventricular septal defect","614474","MGI:2671284"
"0050651","atrioventricular septal defect","606215","MGI:2682064"
"0050651","atrioventricular septal defect","614430","MGI:2682064"
"0050651","atrioventricular septal defect","614474","MGI:2682064"
"0050651","atrioventricular septal defect","606215","MGI:1100864"
"0050651","atrioventricular septal defect","614430","MGI:1100864"
"0050651","atrioventricular septal defect","614474","MGI:1100864"
"0050651","atrioventricular septal defect","606215","MGI:4821841"
"0050651","atrioventricular septal defect","614430","MGI:4821841"
"0050651","atrioventricular septal defect","614474","MGI:4821841"
"0050651","atrioventricular septal defect","606215","MGI:1921272"
"0050651","atrioventricular septal defect","614430","MGI:1921272"
"0050651","atrioventricular septal defect","614474","MGI:1921272"
"0050651","atrioventricular septal defect","606215","MGI:2449205"
"0050651","atrioventricular septal defect","614430","MGI:2449205"
"0050651","atrioventricular septal defect","614474","MGI:2449205"
"1094","attention deficit hyperactivity disorder","143465","MGI:8215111"
"1094","attention deficit hyperactivity disorder","608903","MGI:8215111"
"1094","attention deficit hyperactivity disorder","608904","MGI:8215111"
"1094","attention deficit hyperactivity disorder","608905","MGI:8215111"
"1094","attention deficit hyperactivity disorder","608906","MGI:8215111"
"1094","attention deficit hyperactivity disorder","612311","MGI:8215111"
"1094","attention deficit hyperactivity disorder","612312","MGI:8215111"
"1094","attention deficit hyperactivity disorder","143465","MGI:1928478"
"1094","attention deficit hyperactivity disorder","608903","MGI:1928478"
"1094","attention deficit hyperactivity disorder","608904","MGI:1928478"
"1094","attention deficit hyperactivity disorder","608905","MGI:1928478"
"1094","attention deficit hyperactivity disorder","608906","MGI:1928478"
"1094","attention deficit hyperactivity disorder","612311","MGI:1928478"
"1094","attention deficit hyperactivity disorder","612312","MGI:1928478"
"1094","attention deficit hyperactivity disorder","143465","MGI:2685233"
"1094","attention deficit hyperactivity disorder","608903","MGI:2685233"
"1094","attention deficit hyperactivity disorder","608904","MGI:2685233"
"1094","attention deficit hyperactivity disorder","608905","MGI:2685233"
"1094","attention deficit hyperactivity disorder","608906","MGI:2685233"
"1094","attention deficit hyperactivity disorder","612311","MGI:2685233"
"1094","attention deficit hyperactivity disorder","612312","MGI:2685233"
"1094","attention deficit hyperactivity disorder","143465","MGI:1927140"
"1094","attention deficit hyperactivity disorder","608903","MGI:1927140"
"1094","attention deficit hyperactivity disorder","608904","MGI:1927140"
"1094","attention deficit hyperactivity disorder","608905","MGI:1927140"
"1094","attention deficit hyperactivity disorder","608906","MGI:1927140"
"1094","attention deficit hyperactivity disorder","612311","MGI:1927140"
"1094","attention deficit hyperactivity disorder","612312","MGI:1927140"
"1094","attention deficit hyperactivity disorder","143465","MGI:4452244"
"1094","attention deficit hyperactivity disorder","608903","MGI:4452244"
"1094","attention deficit hyperactivity disorder","608904","MGI:4452244"
"1094","attention deficit hyperactivity disorder","608905","MGI:4452244"
"1094","attention deficit hyperactivity disorder","608906","MGI:4452244"
"1094","attention deficit hyperactivity disorder","612311","MGI:4452244"
"1094","attention deficit hyperactivity disorder","612312","MGI:4452244"
"1094","attention deficit hyperactivity disorder","143465","MGI:98331"
"1094","attention deficit hyperactivity disorder","608903","MGI:98331"
"1094","attention deficit hyperactivity disorder","608904","MGI:98331"
"1094","attention deficit hyperactivity disorder","608905","MGI:98331"
"1094","attention deficit hyperactivity disorder","608906","MGI:98331"
"1094","attention deficit hyperactivity disorder","612311","MGI:98331"
"1094","attention deficit hyperactivity disorder","612312","MGI:98331"
"1094","attention deficit hyperactivity disorder","143465","MGI:98475"
"1094","attention deficit hyperactivity disorder","608903","MGI:98475"
"1094","attention deficit hyperactivity disorder","608904","MGI:98475"
"1094","attention deficit hyperactivity disorder","608905","MGI:98475"
"1094","attention deficit hyperactivity disorder","608906","MGI:98475"
"1094","attention deficit hyperactivity disorder","612311","MGI:98475"
"1094","attention deficit hyperactivity disorder","612312","MGI:98475"
"1094","attention deficit hyperactivity disorder","143465","MGI:1098283"
"1094","attention deficit hyperactivity disorder","608903","MGI:1098283"
"1094","attention deficit hyperactivity disorder","608904","MGI:1098283"
"1094","attention deficit hyperactivity disorder","608905","MGI:1098283"
"1094","attention deficit hyperactivity disorder","608906","MGI:1098283"
"1094","attention deficit hyperactivity disorder","612311","MGI:1098283"
"1094","attention deficit hyperactivity disorder","612312","MGI:1098283"
"1094","attention deficit hyperactivity disorder","143465","MGI:5529514"
"1094","attention deficit hyperactivity disorder","608903","MGI:5529514"
"1094","attention deficit hyperactivity disorder","608904","MGI:5529514"
"1094","attention deficit hyperactivity disorder","608905","MGI:5529514"
"1094","attention deficit hyperactivity disorder","608906","MGI:5529514"
"1094","attention deficit hyperactivity disorder","612311","MGI:5529514"
"1094","attention deficit hyperactivity disorder","612312","MGI:5529514"
"1094","attention deficit hyperactivity disorder","143465","MGI:2179277"
"1094","attention deficit hyperactivity disorder","608903","MGI:2179277"
"1094","attention deficit hyperactivity disorder","608904","MGI:2179277"
"1094","attention deficit hyperactivity disorder","608905","MGI:2179277"
"1094","attention deficit hyperactivity disorder","608906","MGI:2179277"
"1094","attention deficit hyperactivity disorder","612311","MGI:2179277"
"1094","attention deficit hyperactivity disorder","612312","MGI:2179277"
"1094","attention deficit hyperactivity disorder","143465","MGI:2441950"
"1094","attention deficit hyperactivity disorder","608903","MGI:2441950"
"1094","attention deficit hyperactivity disorder","608904","MGI:2441950"
"1094","attention deficit hyperactivity disorder","608905","MGI:2441950"
"1094","attention deficit hyperactivity disorder","608906","MGI:2441950"
"1094","attention deficit hyperactivity disorder","612311","MGI:2441950"
"1094","attention deficit hyperactivity disorder","612312","MGI:2441950"
"1094","attention deficit hyperactivity disorder","143465","MGI:98743"
"1094","attention deficit hyperactivity disorder","608903","MGI:98743"
"1094","attention deficit hyperactivity disorder","608904","MGI:98743"
"1094","attention deficit hyperactivity disorder","608905","MGI:98743"
"1094","attention deficit hyperactivity disorder","608906","MGI:98743"
"1094","attention deficit hyperactivity disorder","612311","MGI:98743"
"1094","attention deficit hyperactivity disorder","612312","MGI:98743"
"1094","attention deficit hyperactivity disorder","143465","MGI:94862"
"1094","attention deficit hyperactivity disorder","608903","MGI:94862"
"1094","attention deficit hyperactivity disorder","608904","MGI:94862"
"1094","attention deficit hyperactivity disorder","608905","MGI:94862"
"1094","attention deficit hyperactivity disorder","608906","MGI:94862"
"1094","attention deficit hyperactivity disorder","612311","MGI:94862"
"1094","attention deficit hyperactivity disorder","612312","MGI:94862"
"1094","attention deficit hyperactivity disorder","143465","MGI:6259172"
"1094","attention deficit hyperactivity disorder","608903","MGI:6259172"
"1094","attention deficit hyperactivity disorder","608904","MGI:6259172"
"1094","attention deficit hyperactivity disorder","608905","MGI:6259172"
"1094","attention deficit hyperactivity disorder","608906","MGI:6259172"
"1094","attention deficit hyperactivity disorder","612311","MGI:6259172"
"1094","attention deficit hyperactivity disorder","612312","MGI:6259172"
"1094","attention deficit hyperactivity disorder","143465","MGI:101764"
"1094","attention deficit hyperactivity disorder","608903","MGI:101764"
"1094","attention deficit hyperactivity disorder","608904","MGI:101764"
"1094","attention deficit hyperactivity disorder","608905","MGI:101764"
"1094","attention deficit hyperactivity disorder","608906","MGI:101764"
"1094","attention deficit hyperactivity disorder","612311","MGI:101764"
"1094","attention deficit hyperactivity disorder","612312","MGI:101764"
"1094","attention deficit hyperactivity disorder","143465","MGI:109126"
"1094","attention deficit hyperactivity disorder","608903","MGI:109126"
"1094","attention deficit hyperactivity disorder","608904","MGI:109126"
"1094","attention deficit hyperactivity disorder","608905","MGI:109126"
"1094","attention deficit hyperactivity disorder","608906","MGI:109126"
"1094","attention deficit hyperactivity disorder","612311","MGI:109126"
"1094","attention deficit hyperactivity disorder","612312","MGI:109126"
"1094","attention deficit hyperactivity disorder","143465","MGI:87891"
"1094","attention deficit hyperactivity disorder","608903","MGI:87891"
"1094","attention deficit hyperactivity disorder","608904","MGI:87891"
"1094","attention deficit hyperactivity disorder","608905","MGI:87891"
"1094","attention deficit hyperactivity disorder","608906","MGI:87891"
"1094","attention deficit hyperactivity disorder","612311","MGI:87891"
"1094","attention deficit hyperactivity disorder","612312","MGI:87891"
"1094","attention deficit hyperactivity disorder","143465","MGI:1270841"
"1094","attention deficit hyperactivity disorder","608903","MGI:1270841"
"1094","attention deficit hyperactivity disorder","608904","MGI:1270841"
"1094","attention deficit hyperactivity disorder","608905","MGI:1270841"
"1094","attention deficit hyperactivity disorder","608906","MGI:1270841"
"1094","attention deficit hyperactivity disorder","612311","MGI:1270841"
"1094","attention deficit hyperactivity disorder","612312","MGI:1270841"
"1094","attention deficit hyperactivity disorder","143465","MGI:88424"
"1094","attention deficit hyperactivity disorder","608903","MGI:88424"
"1094","attention deficit hyperactivity disorder","608904","MGI:88424"
"1094","attention deficit hyperactivity disorder","608905","MGI:88424"
"1094","attention deficit hyperactivity disorder","608906","MGI:88424"
"1094","attention deficit hyperactivity disorder","612311","MGI:88424"
